quando	zona	sha256	nome_vecchio	testo
2026-08-03T14:50:08	Gambe e Glutei	3ad266121a01ba6158276d205b0c72e5658a149338eef7c60a1c879b9e8c7498	Squat pistol kettlebell una gamba (Kettlebell pistol squat single leg).gif	Pistol squat kettlebell
2026-08-03T14:50:23	Gambe e Glutei	0b1097d802adf22ee5016caf33fb456adb8d559b878aeb5b904501e076bc8927	Squat pistol manubrio (Dumbbell pistol squat).gif	Pistol squat manubrio
2026-08-03T14:50:25	Gambe e Glutei	0b1097d802adf22ee5016caf33fb456adb8d559b878aeb5b904501e076bc8927	Squat pistol manubrio (Dumbbell pistol squat).gif	Pistol squat manubrio 
2026-08-03T14:50:29	Gambe e Glutei	0b1097d802adf22ee5016caf33fb456adb8d559b878aeb5b904501e076bc8927	Squat pistol manubrio (Dumbbell pistol squat).gif	Pistol squat manubrio stesso lato
2026-08-03T14:51:15	Gambe e Glutei	1b6f327823bf4b87890331d300797096106ca2e08898c2b9d386bb0da0e66e1b	Squat pistol su box una gamba (Box pistol squat single leg).gif	Pistol squat su box una gamba
2026-08-03T14:51:29	Gambe e Glutei	1b6f327823bf4b87890331d300797096106ca2e08898c2b9d386bb0da0e66e1b	Squat pistol su box una gamba (Box pistol squat single leg).gif	Pistol squat su box un
2026-08-03T14:51:30	Gambe e Glutei	1b6f327823bf4b87890331d300797096106ca2e08898c2b9d386bb0da0e66e1b	Squat pistol su box una gamba (Box pistol squat single leg).gif	Pistol squat su box
2026-08-03T14:52:21	Gambe e Glutei	96f55e295049a643332324a8fbe7f8049b54dd3fbb121c464018916b10ec04a4	Squat Pistol box.gif	Pistol squat su box
2026-08-03T14:52:58	Gambe e Glutei	1b6f327823bf4b87890331d300797096106ca2e08898c2b9d386bb0da0e66e1b	Squat pistol su box una gamba (Box pistol squat single leg).gif	Pistol squat s box
2026-08-03T14:53:00	Gambe e Glutei	1b6f327823bf4b87890331d300797096106ca2e08898c2b9d386bb0da0e66e1b	Squat pistol su box una gamba (Box pistol squat single leg).gif	Pistol squat al box
2026-08-03T14:53:12	Gambe e Glutei	344459a989277a53f986e05887fb3bbf6dfb9198ae8aabbe4f2bb9b23dc7e600	Squat pistol TRX una gamba (TRX pistol squat single leg).gif	Pistol squat TRX una gamba
2026-08-03T14:53:19	Gambe e Glutei	344459a989277a53f986e05887fb3bbf6dfb9198ae8aabbe4f2bb9b23dc7e600	Squat pistol TRX una gamba (TRX pistol squat single leg).gif	Pistol squat TRX 
2026-08-03T14:53:43	Gambe e Glutei	981f0611e0ccdc4721e3bc23cc97451a5f686ac5cfd0c99856ab0e39a506f720	Squat shrimp una gamba (Shrimp squat single leg).gif	Squat shrimp un
2026-08-03T14:53:43	Gambe e Glutei	981f0611e0ccdc4721e3bc23cc97451a5f686ac5cfd0c99856ab0e39a506f720	Squat shrimp una gamba (Shrimp squat single leg).gif	Squat shrimp 
2026-08-03T14:53:44	Gambe e Glutei	981f0611e0ccdc4721e3bc23cc97451a5f686ac5cfd0c99856ab0e39a506f720	Squat shrimp una gamba (Shrimp squat single leg).gif	Squat shrimp
2026-08-03T14:57:49	Gambe e Glutei	a3529953dec275883fd6986dc4f7d02bd4e2238da73ba51173a4cb265f924cd8	Squat su step (Step squat).gif	Squat sedsu step
2026-08-03T14:57:50	Gambe e Glutei	a3529953dec275883fd6986dc4f7d02bd4e2238da73ba51173a4cb265f924cd8	Squat su step (Step squat).gif	Squat seduto su step
2026-08-03T14:58:15	Gambe e Glutei	1b6f327823bf4b87890331d300797096106ca2e08898c2b9d386bb0da0e66e1b	Squat pistol su box una gamba (Box pistol squat single leg).gif	Pistol squat seduto al box
2026-08-03T14:58:16	Gambe e Glutei	1b6f327823bf4b87890331d300797096106ca2e08898c2b9d386bb0da0e66e1b	Squat pistol su box una gamba (Box pistol squat single leg).gif	Pistol squat seduto sual box
2026-08-03T14:58:18	Gambe e Glutei	1b6f327823bf4b87890331d300797096106ca2e08898c2b9d386bb0da0e66e1b	Squat pistol su box una gamba (Box pistol squat single leg).gif	Pistol squat seduto su box
2026-08-03T14:59:14	Gambe e Glutei	c200128141d1be1956108ec277f6cf44565152f36682f23bf3df7eb8f9777001	Affondo unilaterale sul posto a corpo libero.gif	Affondo corpo libero
2026-08-03T14:59:21	Gambe e Glutei	c200128141d1be1956108ec277f6cf44565152f36682f23bf3df7eb8f9777001	Affondo unilaterale sul posto a corpo libero.gif	Affondo corpo libero sul posto
2026-08-03T15:00:39	Gambe e Glutei	e7c875251c94a43e7a7606b6e062338cb68dfd5680461ff0af4eab1a6aa55ea9	Affondo avanti alternato.gif	Affondo avamalternato
2026-08-03T15:00:41	Gambe e Glutei	e7c875251c94a43e7a7606b6e062338cb68dfd5680461ff0af4eab1a6aa55ea9	Affondo avanti alternato.gif	Affondo avanti alternato
2026-08-03T15:03:07	Gambe e Glutei	9abf8554bc761785893d83381662e9cdbe0a9e13292bdbad114c0fb8476dbc78	Affondo barra elastico in piedi.gif	Affondo barra elastico in p
2026-08-03T15:03:08	Gambe e Glutei	9abf8554bc761785893d83381662e9cdbe0a9e13292bdbad114c0fb8476dbc78	Affondo barra elastico in piedi.gif	Affondo barra elastico 
2026-08-03T15:03:10	Gambe e Glutei	9abf8554bc761785893d83381662e9cdbe0a9e13292bdbad114c0fb8476dbc78	Affondo barra elastico in piedi.gif	Affondo barra elastico sul posto
2026-08-03T15:03:28	Gambe e Glutei	1520562ea588eec8b3724f02472a050f41e66d0a382088a9b75e263693066683	Affondo bilanciere (Stationary barbell lunge).gif	Affondo bilanciere sul 
2026-08-03T15:03:31	Gambe e Glutei	1520562ea588eec8b3724f02472a050f41e66d0a382088a9b75e263693066683	Affondo bilanciere (Stationary barbell lunge).gif	Affondo bilanciere sul posto
2026-08-03T15:25:12	Gambe e Glutei	fc602a542d5afa607b994b5fa8248e884b8ab84e2f4d314c921139993d7bb549	Affondo corpo libero (Stationary bodyweight lunge).gif	Affondo corpo libero sul posto
2026-08-03T15:27:18	Gambe e Glutei	b72a1e6cf4fdd01f8f30e6769e039678bbf9e724796db8938743d78a33fcb476	Affondo indietro manubri (Alternating dumbbell reverse lunge).gif	Affondo indietro manubri
2026-08-03T15:28:00	Gambe e Glutei	42049265076674d662e70b46efeb83bbad46796f76f3172acbaa0e35d4844b8c	Affondo laterale.gif	Affondo laterale co
2026-08-03T15:28:02	Gambe e Glutei	42049265076674d662e70b46efeb83bbad46796f76f3172acbaa0e35d4844b8c	Affondo laterale.gif	Affondo laterale cop
2026-08-03T15:28:04	Gambe e Glutei	42049265076674d662e70b46efeb83bbad46796f76f3172acbaa0e35d4844b8c	Affondo laterale.gif	Affondo laterale 
2026-08-03T15:28:05	Gambe e Glutei	42049265076674d662e70b46efeb83bbad46796f76f3172acbaa0e35d4844b8c	Affondo laterale.gif	Affondo laterale
2026-08-03T15:28:48	Gambe e Glutei	fc602a542d5afa607b994b5fa8248e884b8ab84e2f4d314c921139993d7bb549	Affondo corpo libero (Stationary bodyweight lunge).gif	Affondo sul posto
2026-08-03T15:29:03	Gambe e Glutei	42049265076674d662e70b46efeb83bbad46796f76f3172acbaa0e35d4844b8c	Affondo laterale.gif	Affondo laterale 
2026-08-03T15:29:06	Gambe e Glutei	42049265076674d662e70b46efeb83bbad46796f76f3172acbaa0e35d4844b8c	Affondo laterale.gif	Affondo laterale alternato
2026-08-03T15:29:25	Gambe e Glutei	ad56ceacdee2e6d493bd4a6378b297009dea86742d417086294bea4a7c8069ba	Affondo laterale bilanciere (Alternating barbell side lunge).gif	Affondo laterale alternatobilanciere
2026-08-03T15:29:26	Gambe e Glutei	ad56ceacdee2e6d493bd4a6378b297009dea86742d417086294bea4a7c8069ba	Affondo laterale bilanciere (Alternating barbell side lunge).gif	Affondo laterale alternato bilanciere
2026-08-03T15:29:34	Gambe e Glutei	ad56ceacdee2e6d493bd4a6378b297009dea86742d417086294bea4a7c8069ba	Affondo laterale bilanciere (Alternating barbell side lunge).gif	Affondo laterale abilanciere
2026-08-03T15:29:35	Gambe e Glutei	ad56ceacdee2e6d493bd4a6378b297009dea86742d417086294bea4a7c8069ba	Affondo laterale bilanciere (Alternating barbell side lunge).gif	Affondo laterale bilanciere
2026-08-03T15:30:16	Gambe e Glutei	6f6e56838a6afb79d88b3434cabbbec04c1a75c95822473607fa0bbef183f2d6	Affondo multipower (Stationary smith machine lunge).gif	Affondo multipower 
2026-08-03T15:30:19	Gambe e Glutei	6f6e56838a6afb79d88b3434cabbbec04c1a75c95822473607fa0bbef183f2d6	Affondo multipower (Stationary smith machine lunge).gif	Affondo multipower sul pos
2026-08-03T15:30:27	Gambe e Glutei	6f6e56838a6afb79d88b3434cabbbec04c1a75c95822473607fa0bbef183f2d6	Affondo multipower (Stationary smith machine lunge).gif	Affondo multipower sul posto
2026-08-03T15:30:32	Gambe e Glutei	6f6e56838a6afb79d88b3434cabbbec04c1a75c95822473607fa0bbef183f2d6	Affondo multipower (Stationary smith machine lunge).gif	Affondo multipower
2026-08-03T15:30:48	Gambe e Glutei	7d11efd0eaef29bc0a76539aa48caa720e2f5df4a03e4c099d693ac70b719972	Affondo Split maniglie elastico.gif	Affondo maniglie elastico
2026-08-03T15:30:52	Gambe e Glutei	7d11efd0eaef29bc0a76539aa48caa720e2f5df4a03e4c099d693ac70b719972	Affondo Split maniglie elastico.gif	Affondo maniglie elastico 
2026-08-03T15:30:53	Gambe e Glutei	7d11efd0eaef29bc0a76539aa48caa720e2f5df4a03e4c099d693ac70b719972	Affondo Split maniglie elastico.gif	Affondo maniglie elastico sul p
2026-08-03T15:30:54	Gambe e Glutei	7d11efd0eaef29bc0a76539aa48caa720e2f5df4a03e4c099d693ac70b719972	Affondo Split maniglie elastico.gif	Affondo maniglie elastico sul posto
2026-08-03T15:32:17	Gambe e Glutei	a4f01d1a040b20588d9f25a19976ff75bb38957d7a990422405d66b6d5f440ae	Squat camminato (Duck walk squat).gif	Cammin
2026-08-03T15:32:19	Gambe e Glutei	a4f01d1a040b20588d9f25a19976ff75bb38957d7a990422405d66b6d5f440ae	Squat camminato (Duck walk squat).gif	Camminata squat
2026-08-03T15:33:23	Gambe e Glutei	3b91cf1047fa467e7f6bf84d3e4856b3a4ef39771265e8dda96e34c17a089a65	Leg extension macchina entrambe le gambe (Seated machine leg extension).gif	Leg extension macchina
2026-08-03T15:34:31	Gambe e Glutei	3b91cf1047fa467e7f6bf84d3e4856b3a4ef39771265e8dda96e34c17a089a65	Leg extension macchina entrambe le gambe (Seated machine leg extension).gif	Leg extension macchina entrambe le gambe
2026-08-03T15:36:24	Gambe e Glutei	20162d5031162702b4b9dac80e9296b8584b342ed6d1103e97a932582c764b85	Leg press alternato barra elastico piedi supino.gif	Leg press barra elastico supino alternato
2026-08-03T15:36:33	Gambe e Glutei	20162d5031162702b4b9dac80e9296b8584b342ed6d1103e97a932582c764b85	Leg press alternato barra elastico piedi supino.gif	Leg press barra elastico supino
2026-08-03T15:36:37	Gambe e Glutei	20162d5031162702b4b9dac80e9296b8584b342ed6d1103e97a932582c764b85	Leg press alternato barra elastico piedi supino.gif	Leg press alternato barra elastico supino
2026-08-03T15:37:42	Gambe e Glutei	3b91cf1047fa467e7f6bf84d3e4856b3a4ef39771265e8dda96e34c17a089a65	Leg extension macchina entrambe le gambe (Seated machine leg extension).gif	Leg extension macchina entramb
2026-08-03T15:37:45	Gambe e Glutei	3b91cf1047fa467e7f6bf84d3e4856b3a4ef39771265e8dda96e34c17a089a65	Leg extension macchina entrambe le gambe (Seated machine leg extension).gif	Leg extension macchina 
2026-08-03T15:37:45	Gambe e Glutei	3b91cf1047fa467e7f6bf84d3e4856b3a4ef39771265e8dda96e34c17a089a65	Leg extension macchina entrambe le gambe (Seated machine leg extension).gif	Leg extension macchina
2026-08-03T15:37:54	Gambe e Glutei	8df5f83c669593ebe552cef07e968c55215addc14e0ff8a45f2c57000a4c227d	Leg press 45° entrambe le gambe (45-degree machine leg press).gif	Leg press 45 gradi
2026-08-03T15:47:48	Gambe e Glutei	71966d49b0618b868e2d563e52f723fe8a435c6fbecb028e40199c0b173ce415	Hip hinge maniglie elastico in piedi.gif	stacco rumeno una gamba elastico
2026-08-03T15:47:53	Gambe e Glutei	71966d49b0618b868e2d563e52f723fe8a435c6fbecb028e40199c0b173ce415	Hip hinge maniglie elastico in piedi.gif	tacco rumeno una gamba elastico
2026-08-03T15:47:54	Gambe e Glutei	71966d49b0618b868e2d563e52f723fe8a435c6fbecb028e40199c0b173ce415	Hip hinge maniglie elastico in piedi.gif	Stacco rumeno una gamba elastico
2026-08-03T15:48:05	Gambe e Glutei	71966d49b0618b868e2d563e52f723fe8a435c6fbecb028e40199c0b173ce415	Hip hinge maniglie elastico in piedi.gif	Stacco rumeno una gamba manieelastico
2026-08-03T15:48:07	Gambe e Glutei	71966d49b0618b868e2d563e52f723fe8a435c6fbecb028e40199c0b173ce415	Hip hinge maniglie elastico in piedi.gif	Stacco rumeno una gamba maniglie elastico
2026-08-03T15:50:26	Gambe e Glutei	3a3d0c676837b5a88739ff2a73561742db542f346884bea20cbff64637d32711	Stacco monopodalico.gif	Stacco rum
2026-08-03T15:50:27	Gambe e Glutei	3a3d0c676837b5a88739ff2a73561742db542f346884bea20cbff64637d32711	Stacco monopodalico.gif	Stacco rumneo 
2026-08-03T15:50:28	Gambe e Glutei	3a3d0c676837b5a88739ff2a73561742db542f346884bea20cbff64637d32711	Stacco monopodalico.gif	Stacco rum
2026-08-03T15:50:29	Gambe e Glutei	3a3d0c676837b5a88739ff2a73561742db542f346884bea20cbff64637d32711	Stacco monopodalico.gif	Stacco rumejn
2026-08-03T15:50:30	Gambe e Glutei	3a3d0c676837b5a88739ff2a73561742db542f346884bea20cbff64637d32711	Stacco monopodalico.gif	Stacco rume
2026-08-03T15:50:33	Gambe e Glutei	3a3d0c676837b5a88739ff2a73561742db542f346884bea20cbff64637d32711	Stacco monopodalico.gif	Stacco rumeno una gram
2026-08-03T15:50:35	Gambe e Glutei	3a3d0c676837b5a88739ff2a73561742db542f346884bea20cbff64637d32711	Stacco monopodalico.gif	Stacco rumeno una g
2026-08-03T15:50:35	Gambe e Glutei	3a3d0c676837b5a88739ff2a73561742db542f346884bea20cbff64637d32711	Stacco monopodalico.gif	Stacco rumeno una ga
2026-08-03T15:50:37	Gambe e Glutei	3a3d0c676837b5a88739ff2a73561742db542f346884bea20cbff64637d32711	Stacco monopodalico.gif	Stacco rumeno una gamba
2026-08-03T15:51:18	Gambe e Glutei	e874d1e8ebf510af12771ecbf13641202d00f611565b0934fc909b699a8021ee	Stacco rumeno una gamba corpo libero palla medica (Single-leg romanian deadlift with medicine ball).gif	Stacco rumeno una gamba palla medica
2026-08-03T16:01:20	Gambe e Glutei	a618650368f6b351b0b04d6845cc7253a241bf018d9ccc1549f65b2c645b9264	Flessione nordica corpo libero (Bodyweight nordic hamstring curl).gif	Flessione nordica 
2026-08-03T16:01:21	Gambe e Glutei	a618650368f6b351b0b04d6845cc7253a241bf018d9ccc1549f65b2c645b9264	Flessione nordica corpo libero (Bodyweight nordic hamstring curl).gif	Flessione nordica
2026-08-03T16:01:29	Gambe e Glutei	a618650368f6b351b0b04d6845cc7253a241bf018d9ccc1549f65b2c645b9264	Flessione nordica corpo libero (Bodyweight nordic hamstring curl).gif	Flessione nordica 
2026-08-03T16:01:30	Gambe e Glutei	a618650368f6b351b0b04d6845cc7253a241bf018d9ccc1549f65b2c645b9264	Flessione nordica corpo libero (Bodyweight nordic hamstring curl).gif	Flessione nordica oa
2026-08-03T16:01:30	Gambe e Glutei	a618650368f6b351b0b04d6845cc7253a241bf018d9ccc1549f65b2c645b9264	Flessione nordica corpo libero (Bodyweight nordic hamstring curl).gif	Flessione nordica o
2026-08-03T16:01:31	Gambe e Glutei	a618650368f6b351b0b04d6845cc7253a241bf018d9ccc1549f65b2c645b9264	Flessione nordica corpo libero (Bodyweight nordic hamstring curl).gif	Flessione nordica 
2026-08-03T16:28:34	Gambe e Glutei	a618650368f6b351b0b04d6845cc7253a241bf018d9ccc1549f65b2c645b9264	Flessione nordica corpo libero (Bodyweight nordic hamstring curl).gif	Nordic
2026-08-03T16:28:36	Gambe e Glutei	a618650368f6b351b0b04d6845cc7253a241bf018d9ccc1549f65b2c645b9264	Flessione nordica corpo libero (Bodyweight nordic hamstring curl).gif	Nordic c
2026-08-03T16:28:36	Gambe e Glutei	a618650368f6b351b0b04d6845cc7253a241bf018d9ccc1549f65b2c645b9264	Flessione nordica corpo libero (Bodyweight nordic hamstring curl).gif	Nordic cu
2026-08-03T16:28:37	Gambe e Glutei	a618650368f6b351b0b04d6845cc7253a241bf018d9ccc1549f65b2c645b9264	Flessione nordica corpo libero (Bodyweight nordic hamstring curl).gif	Nordic curl 
2026-08-03T16:28:40	Gambe e Glutei	a618650368f6b351b0b04d6845cc7253a241bf018d9ccc1549f65b2c645b9264	Flessione nordica corpo libero (Bodyweight nordic hamstring curl).gif	Nordic curl panca romana
2026-08-03T16:30:44	Gambe e Glutei	ede3cfa8877ccbb21d3ac3171a66670f2287ebc5ccbe498e862f114a327ea720	Iperestensione inversa panca (Reverse hyperextension on bench).gif	Iperestensione inversa panca romana
2026-08-03T16:31:21	Gambe e Glutei	618e2cfd885c89ed12c65bb52b951d0021a9d4e0fddbec1f03bf3eeda29581e0	Leg curl cavo basso in piedi (Standing cable leg curl).gif	Leg curl una cavo basso in piedi
2026-08-03T16:31:22	Gambe e Glutei	618e2cfd885c89ed12c65bb52b951d0021a9d4e0fddbec1f03bf3eeda29581e0	Leg curl cavo basso in piedi (Standing cable leg curl).gif	Leg curl una gamba cavo basso in piedi
2026-08-03T16:31:54	Gambe e Glutei	618e2cfd885c89ed12c65bb52b951d0021a9d4e0fddbec1f03bf3eeda29581e0	Leg curl cavo basso in piedi (Standing cable leg curl).gif	Leg curl una gamba cavo in piedi
2026-08-03T16:32:54	Gambe e Glutei	41e4d7dc92c16107d5b322e5f2c42edbed6ebaddbf928e6fe7261f3e8f8c6434	Leg curl macchina in piedi (Standing machine leg curl).gif	Leg curl una gamba macchina in piedi
2026-08-03T16:35:39	Gambe e Glutei	fe67588edbb890cb52a23bb0f1f803db130a1dbf8b6638260c09d9d96197fa06	Leg curl macchina in piedi supporto coscia (Standing machine leg curl with thigh support).gif	Leg curl una gamba macchina ginocchio rialzato
2026-08-03T16:36:00	Gambe e Glutei	3c94667d2cfce7f620b9d69455866a367a44483aa057acd97b14fac86c957834	Leg curl macchina prona entrambe le gambe (Lying machine leg curl).gif	Leg curl macchina prona en
2026-08-03T16:36:01	Gambe e Glutei	3c94667d2cfce7f620b9d69455866a367a44483aa057acd97b14fac86c957834	Leg curl macchina prona entrambe le gambe (Lying machine leg curl).gif	Leg curl macchina prona
2026-08-03T16:37:39	Gambe e Glutei	f95f386243dfe5e83d25893198858847a4df91a84afb71b7080e129d49ef1775	Leg curl macchina prona una gamba (Lying machine unilateral leg curl).gif	Leg curl macchina prona
2026-08-03T16:37:43	Gambe e Glutei	f95f386243dfe5e83d25893198858847a4df91a84afb71b7080e129d49ef1775	Leg curl macchina prona una gamba (Lying machine unilateral leg curl).gif	Leg curl una gambamacchina prona
2026-08-03T16:37:44	Gambe e Glutei	f95f386243dfe5e83d25893198858847a4df91a84afb71b7080e129d49ef1775	Leg curl macchina prona una gamba (Lying machine unilateral leg curl).gif	Leg curl una gamba macchina prona
2026-08-03T16:38:35	Gambe e Glutei	d323698d14233764d5922c7d01c4bffce78c33ad135da2a27fb2de5ef175a276	Reverse hyper elastico panca prono.gif	Reverse hyper elastico panca 
2026-08-03T16:38:37	Gambe e Glutei	d323698d14233764d5922c7d01c4bffce78c33ad135da2a27fb2de5ef175a276	Reverse hyper elastico panca prono.gif	Reverse hyper elastico panca piana
2026-08-03T16:42:53	Gambe e Glutei	7f6b35aebf337bcc17c4cdcb626103cad242f99c7bdadb448ee5319fd994b8e9	Hip thrust bilanciere (Barbell hip thrust).gif	Hip thrust bilanciere 
2026-08-03T16:42:54	Gambe e Glutei	7f6b35aebf337bcc17c4cdcb626103cad242f99c7bdadb448ee5319fd994b8e9	Hip thrust bilanciere (Barbell hip thrust).gif	Hip thrust bilanciere pam
2026-08-03T16:42:55	Gambe e Glutei	7f6b35aebf337bcc17c4cdcb626103cad242f99c7bdadb448ee5319fd994b8e9	Hip thrust bilanciere (Barbell hip thrust).gif	Hip thrust bilanciere panca 
2026-08-03T16:42:57	Gambe e Glutei	7f6b35aebf337bcc17c4cdcb626103cad242f99c7bdadb448ee5319fd994b8e9	Hip thrust bilanciere (Barbell hip thrust).gif	Hip thrust bilanciere panca piana
2026-08-03T16:45:11	Gambe e Glutei	7f6b35aebf337bcc17c4cdcb626103cad242f99c7bdadb448ee5319fd994b8e9	Hip thrust bilanciere (Barbell hip thrust).gif	Hip thrust bilanciere panca
2026-08-03T16:45:19	Gambe e Glutei	7f6b35aebf337bcc17c4cdcb626103cad242f99c7bdadb448ee5319fd994b8e9	Hip thrust bilanciere (Barbell hip thrust).gif	Hip thrust bilanciere spalle panca
2026-08-03T16:45:21	Gambe e Glutei	7f6b35aebf337bcc17c4cdcb626103cad242f99c7bdadb448ee5319fd994b8e9	Hip thrust bilanciere (Barbell hip thrust).gif	Hip thrust bilanciere spalle su panca
2026-08-03T16:45:53	Gambe e Glutei	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6	Hip thrust corpo libero (Bodyweight hip thrust).gif	Hip thrust corpo
2026-08-03T16:45:54	Gambe e Glutei	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6	Hip thrust corpo libero (Bodyweight hip thrust).gif	Hip thrust c
2026-08-03T16:45:55	Gambe e Glutei	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6	Hip thrust corpo libero (Bodyweight hip thrust).gif	Hip thrust 
2026-08-03T16:47:01	Gambe e Glutei	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6	Hip thrust corpo libero (Bodyweight hip thrust).gif	Hip thrust c
2026-08-03T16:47:02	Gambe e Glutei	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6	Hip thrust corpo libero (Bodyweight hip thrust).gif	Hip thrust corp
2026-08-03T16:47:04	Gambe e Glutei	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6	Hip thrust corpo libero (Bodyweight hip thrust).gif	Hip thrust corpo 
2026-08-03T16:47:05	Gambe e Glutei	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6	Hip thrust corpo libero (Bodyweight hip thrust).gif	Hip thrust corpo l
2026-08-03T16:47:06	Gambe e Glutei	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6	Hip thrust corpo libero (Bodyweight hip thrust).gif	Hip thrust corpo lib
2026-08-03T16:47:07	Gambe e Glutei	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6	Hip thrust corpo libero (Bodyweight hip thrust).gif	Hip thrust corpo liber
2026-08-03T16:47:08	Gambe e Glutei	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6	Hip thrust corpo libero (Bodyweight hip thrust).gif	Hip thrust corpo libero
2026-08-03T16:47:09	Gambe e Glutei	7f6b35aebf337bcc17c4cdcb626103cad242f99c7bdadb448ee5319fd994b8e9	Hip thrust bilanciere (Barbell hip thrust).gif	Hip thrust bilanciere spalle supanca
2026-08-03T16:47:13	Gambe e Glutei	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6	Hip thrust corpo libero (Bodyweight hip thrust).gif	Hip thrust corpo libero su 
2026-08-03T16:47:14	Gambe e Glutei	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6	Hip thrust corpo libero (Bodyweight hip thrust).gif	Hip thrust corpo libero su
2026-08-03T16:47:15	Gambe e Glutei	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6	Hip thrust corpo libero (Bodyweight hip thrust).gif	Hip thrust corpo libero s
2026-08-03T16:47:23	Gambe e Glutei	7f6b35aebf337bcc17c4cdcb626103cad242f99c7bdadb448ee5319fd994b8e9	Hip thrust bilanciere (Barbell hip thrust).gif	Hip thrust bilanciere spalle su panca
2026-08-03T16:47:39	Gambe e Glutei	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6	Hip thrust corpo libero (Bodyweight hip thrust).gif	Hip thrust corpo libero spalle su panca
2026-08-03T16:48:19	Gambe e Glutei	0441b07c3842e386dda79f93d46f2afad2d6c8dda5ca857bd1f8035a112e6a57	Hip thrust multipower (Smith machine hip thrust).gif	Hip thrust multipower s
2026-08-03T16:48:22	Gambe e Glutei	0441b07c3842e386dda79f93d46f2afad2d6c8dda5ca857bd1f8035a112e6a57	Hip thrust multipower (Smith machine hip thrust).gif	Hip thrust multipower spalle su panca
2026-08-03T16:49:17	Gambe e Glutei	7f6b35aebf337bcc17c4cdcb626103cad242f99c7bdadb448ee5319fd994b8e9	Hip thrust bilanciere (Barbell hip thrust).gif	Hip thrust bilanciere
2026-08-03T16:49:36	Gambe e Glutei	7f6b35aebf337bcc17c4cdcb626103cad242f99c7bdadb448ee5319fd994b8e9	Hip thrust bilanciere (Barbell hip thrust).gif	Hip thrust bilanciere 
2026-08-03T16:49:37	Gambe e Glutei	7f6b35aebf337bcc17c4cdcb626103cad242f99c7bdadb448ee5319fd994b8e9	Hip thrust bilanciere (Barbell hip thrust).gif	Hip thrust bilanciere panca
2026-08-03T16:49:56	Gambe e Glutei	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6	Hip thrust corpo libero (Bodyweight hip thrust).gif	Hip thrust corpo libero panca
2026-08-03T16:50:13	Gambe e Glutei	0441b07c3842e386dda79f93d46f2afad2d6c8dda5ca857bd1f8035a112e6a57	Hip thrust multipower (Smith machine hip thrust).gif	Hip thrust multipower panca
2026-08-03T16:51:34	Gambe e Glutei	35f7947997e152eedbddeb78f86782be19495cd01bfa8a2307e7adfde157d77b	Hip thrust talloni elevati corpo libero (Bodyweight heel-elevated hip thrust).gif	Hip thrust talloni elevati corpo lib
2026-08-03T16:51:36	Gambe e Glutei	35f7947997e152eedbddeb78f86782be19495cd01bfa8a2307e7adfde157d77b	Hip thrust talloni elevati corpo libero (Bodyweight heel-elevated hip thrust).gif	Hip thrust talloni elevati corpo
2026-08-03T16:51:37	Gambe e Glutei	35f7947997e152eedbddeb78f86782be19495cd01bfa8a2307e7adfde157d77b	Hip thrust talloni elevati corpo libero (Bodyweight heel-elevated hip thrust).gif	Hip thrust talloni elevati corp
2026-08-03T16:51:39	Gambe e Glutei	35f7947997e152eedbddeb78f86782be19495cd01bfa8a2307e7adfde157d77b	Hip thrust talloni elevati corpo libero (Bodyweight heel-elevated hip thrust).gif	Hip thrust talloni elevati 
2026-08-03T16:51:40	Gambe e Glutei	35f7947997e152eedbddeb78f86782be19495cd01bfa8a2307e7adfde157d77b	Hip thrust talloni elevati corpo libero (Bodyweight heel-elevated hip thrust).gif	Hip thrust talloni elevati
2026-08-03T16:55:21	Gambe e Glutei	a0e304b97dce81084d12f534a7675e3fa00d2cc00a04cf7a526ef5206bbedccd	Hip thrust unilaterale (schiena su panca).gif	Hip thrust bil
